flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,submissionTime,versionId,linkedEvents,duration_minutes,flare_class,risk_level,hour,day,month,year,day_of_week,magnitude,flare_class_encoded
2024-07-03T07:29:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-03 07:29:00+00:00,2024-07-03 07:41:00+00:00,2024-07-03 07:55:00+00:00,M1.5,S19W62,13730.0,2024-07-03 13:13:00+00:00,1,[{'activityID': '2024-07-03T08:00:00-CME-001'}],26.0,M,2,7,3,7,2024,2,1.5,1
2024-07-04T14:06:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-04 14:06:00+00:00,2024-07-04 14:25:00+00:00,2024-07-04 14:43:00+00:00,M1.0,S21W74,13723.0,2024-07-04 16:18:00+00:00,1,[{'activityID': '2024-07-04T14:48:00-CME-001'}],37.0,M,2,14,4,7,2024,3,1.0,1
2024-07-04T19:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-04 19:54:00+00:00,2024-07-04 20:05:00+00:00,2024-07-04 20:13:00+00:00,M1.4,S20W85,13730.0,2024-07-04 20:29:00+00:00,1,[{'activityID': '2024-07-04T20:24:00-CME-001'}],19.0,M,2,19,4,7,2024,3,1.4,1
2024-07-06T22:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-06 22:52:00+00:00,2024-07-06 23:15:00+00:00,2024-07-06 23:35:00+00:00,M1.0,S10E60,13738.0,2024-07-07 12:28:00+00:00,1,,43.0,M,2,22,6,7,2024,5,1.0,1
2024-07-07T19:38:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-07 19:38:00+00:00,2024-07-07 19:56:00+00:00,2024-07-07 20:10:00+00:00,M1.0,S18E90,,2024-07-10 18:27:00+00:00,3,,32.0,M,2,19,7,7,2024,6,1.0,1
2024-07-07T21:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-07 21:14:00+00:00,2024-07-07 21:27:00+00:00,2024-07-07 21:42:00+00:00,M1.3,S25E90,13742.0,2024-07-10 12:35:00+00:00,3,,28.0,M,2,21,7,7,2024,6,1.3,1
2024-07-07T21:42:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-07 21:42:00+00:00,2024-07-07 21:51:00+00:00,2024-07-07 21:54:00+00:00,M1.1,S26E90,13742.0,2024-07-10 12:35:00+00:00,3,,12.0,M,2,21,7,7,2024,6,1.1,1
2024-07-07T21:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-07 21:54:00+00:00,2024-07-07 21:59:00+00:00,2024-07-07 22:04:00+00:00,M1.4,S26E90,13742.0,2024-07-10 12:35:00+00:00,3,,10.0,M,2,21,7,7,2024,6,1.4,1
2024-07-07T22:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-07 22:04:00+00:00,2024-07-07 22:31:00+00:00,2024-07-07 23:06:00+00:00,M2.4,S25E90,13742.0,2024-07-10 12:35:00+00:00,2,,62.0,M,2,22,7,7,2024,6,2.4,1
2024-07-07T23:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-07 23:20:00+00:00,2024-07-07 23:23:00+00:00,2024-07-07 23:26:00+00:00,M1.0,S10E45,13738.0,2024-07-08 13:28:00+00:00,1,,6.0,M,2,23,7,7,2024,6,1.0,1
2024-07-08T11:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-08 11:05:00+00:00,2024-07-08 11:13:00+00:00,2024-07-08 11:17:00+00:00,C4.2,S18W24,13740.0,2024-07-08 17:10:00+00:00,1,[{'activityID': '2024-07-08T11:48:00-CME-001'}],12.0,C,1,11,8,7,2024,0,4.2,0
2024-07-08T12:34:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-08 12:34:00+00:00,2024-07-08 12:41:00+00:00,2024-07-08 12:46:00+00:00,M1.1,S26E78,13742.0,2024-07-09 18:21:00+00:00,3,,12.0,M,2,12,8,7,2024,0,1.1,1
2024-07-09T05:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-09 05:44:00+00:00,2024-07-09 05:58:00+00:00,2024-07-09 06:05:00+00:00,C5.6,S08E27,13738.0,2024-07-09 18:00:00+00:00,1,[{'activityID': '2024-07-09T06:24:00-CME-001'}],21.0,C,1,5,9,7,2024,1,5.6,0
2024-07-10T05:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-10 05:44:00+00:00,2024-07-10 05:59:00+00:00,2024-07-10 06:09:00+00:00,M1.5,S10E10,13738.0,2024-07-10 12:43:00+00:00,1,,25.0,M,2,5,10,7,2024,2,1.5,1
2024-07-10T09:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-10 09:26:00+00:00,2024-07-10 09:45:00+00:00,2024-07-10 09:53:00+00:00,M1.3,S12E09,13738.0,2024-07-10 12:46:00+00:00,1,,27.0,M,2,9,10,7,2024,2,1.3,1
2024-07-10T11:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-10 11:44:00+00:00,2024-07-10 12:04:00+00:00,2024-07-10 12:17:00+00:00,M1.4,S10E06,13738.0,2024-07-10 12:47:00+00:00,1,,33.0,M,2,11,10,7,2024,2,1.4,1
2024-07-10T12:51:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-10 12:51:00+00:00,2024-07-10 13:04:00+00:00,2024-07-10 13:13:00+00:00,M1.1,S09E04,13738.0,2024-07-10 13:40:00+00:00,1,,22.0,M,2,12,10,7,2024,2,1.1,1
2024-07-10T15:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-10 15:25:00+00:00,2024-07-10 15:37:00+00:00,2024-07-10 15:46:00+00:00,M1.0,S10E05,13738.0,2024-07-10 16:09:00+00:00,1,,21.0,M,2,15,10,7,2024,2,1.0,1
2024-07-11T04:03:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-11 04:03:00+00:00,2024-07-11 04:17:00+00:00,2024-07-11 04:20:00+00:00,M1.2,S20E56,13745.0,2024-07-11 12:25:00+00:00,3,,17.0,M,2,4,11,7,2024,3,1.2,1
2024-07-11T04:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-11 04:20:00+00:00,2024-07-11 04:23:00+00:00,2024-07-11 04:29:00+00:00,M1.3,S10W15,13738.0,2024-07-17 19:57:00+00:00,4,,9.0,M,2,4,11,7,2024,3,1.3,1
2024-07-11T04:29:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-11 04:29:00+00:00,2024-07-11 04:32:00+00:00,2024-07-11 04:34:00+00:00,M1.2,S12W09,13738.0,2024-07-17 19:58:00+00:00,1,,5.0,M,2,4,11,7,2024,3,1.2,1
2024-07-11T06:17:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-11 06:17:00+00:00,2024-07-11 06:25:00+00:00,2024-07-11 06:32:00+00:00,M1.2,S10W11,13738.0,2024-07-11 12:12:00+00:00,1,,15.0,M,2,6,11,7,2024,3,1.2,1
2024-07-13T02:55:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-13 02:55:00+00:00,2024-07-13 03:18:00+00:00,2024-07-13 03:36:00+00:00,M1.4,S10W40,13738.0,2024-07-13 12:40:00+00:00,3,,41.0,M,2,2,13,7,2024,5,1.4,1
2024-07-13T12:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-13 12:21:00+00:00,2024-07-13 12:42:00+00:00,2024-07-13 12:58:00+00:00,M5.3,S06W42,13738.0,2024-07-13 13:03:00+00:00,2,,37.0,M,2,12,13,7,2024,5,5.3,1
2024-07-13T14:59:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-13 14:59:00+00:00,2024-07-13 15:30:00+00:00,2024-07-13 15:41:00+00:00,M1.8,S17E20,13745.0,2024-07-13 15:48:00+00:00,3,,42.0,M,2,14,13,7,2024,5,1.8,1
2024-07-13T15:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-13 15:41:00+00:00,2024-07-13 15:44:00+00:00,2024-07-13 15:48:00+00:00,M1.9,S17E20,13745.0,2024-07-14 12:43:00+00:00,2,,7.0,M,2,15,13,7,2024,5,1.9,1
2024-07-13T19:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-13 19:25:00+00:00,2024-07-13 19:30:00+00:00,2024-07-13 19:34:00+00:00,M1.0,S05W45,13738.0,2024-07-17 20:37:00+00:00,2,,9.0,M,2,19,13,7,2024,5,1.0,1
2024-07-13T22:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-13 22:44:00+00:00,2024-07-13 23:01:00+00:00,2024-07-13 23:12:00+00:00,M5.0,S05W46,13738.0,2024-07-13 23:58:00+00:00,2,,28.0,M,2,22,13,7,2024,5,5.0,1
2024-07-14T01:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-14 01:05:00+00:00,2024-07-14 01:20:00+00:00,2024-07-14 01:31:00+00:00,M1.7,S07W50,13738.0,2024-07-17 19:31:00+00:00,3,,26.0,M,2,1,14,7,2024,6,1.7,1
2024-07-14T02:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-14 02:23:00+00:00,2024-07-14 02:34:00+00:00,2024-07-14 02:48:00+00:00,X1.2,S12W39,13738.0,2024-07-14 12:45:00+00:00,3,,25.0,X,3,2,14,7,2024,6,1.2,2
2024-07-14T03:48:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-14 03:48:00+00:00,2024-07-14 03:51:00+00:00,2024-07-14 03:54:00+00:00,M1.0,S08E85,13751.0,2024-07-17 19:52:00+00:00,1,,6.0,M,2,3,14,7,2024,6,1.0,1
2024-07-14T04:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-14 04:05:00+00:00,2024-07-14 04:13:00+00:00,2024-07-14 04:18:00+00:00,M3.0,S07W52,13738.0,2024-07-14 13:16:00+00:00,1,,13.0,M,2,4,14,7,2024,6,3.0,1
2024-07-14T10:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-14 10:16:00+00:00,2024-07-14 10:20:00+00:00,2024-07-14 10:24:00+00:00,M1.0,S13W45,13738.0,2024-07-14 13:19:00+00:00,1,,8.0,M,2,10,14,7,2024,6,1.0,1
2024-07-14T20:50:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-14 20:50:00+00:00,2024-07-14 20:57:00+00:00,2024-07-14 21:03:00+00:00,M1.0,S09W51,13738.0,2024-07-15 13:40:00+00:00,2,,13.0,M,2,20,14,7,2024,6,1.0,1
2024-07-15T03:29:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-15 03:29:00+00:00,2024-07-15 03:45:00+00:00,2024-07-15 03:55:00+00:00,M1.2,S12W54,13738.0,2024-07-15 11:48:00+00:00,1,,26.0,M,2,3,15,7,2024,0,1.2,1
2024-07-15T09:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-15 09:21:00+00:00,2024-07-15 09:37:00+00:00,2024-07-15 10:08:00+00:00,M2.7,S05W65,13738.0,2024-07-15 11:51:00+00:00,1,[{'activityID': '2024-07-15T10:12:00-CME-001'}],47.0,M,2,9,15,7,2024,0,2.7,1
2024-07-15T10:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-15 10:08:00+00:00,2024-07-15 10:13:00+00:00,2024-07-15 10:19:00+00:00,M1.9,S06W60,13738.0,2024-07-15 11:54:00+00:00,1,,11.0,M,2,10,15,7,2024,0,1.9,1
2024-07-15T10:36:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-15 10:36:00+00:00,2024-07-15 10:39:00+00:00,2024-07-15 10:41:00+00:00,M1.1,S10W64,13738.0,2024-07-17 19:55:00+00:00,1,,5.0,M,2,10,15,7,2024,0,1.1,1
2024-07-16T02:49:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-16 02:49:00+00:00,2024-07-16 03:01:00+00:00,2024-07-16 03:22:00+00:00,M1.4,N16E02,13744.0,2024-07-16 12:05:00+00:00,1,,33.0,M,2,2,16,7,2024,1,1.4,1
2024-07-16T07:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-16 07:24:00+00:00,2024-07-16 07:37:00+00:00,2024-07-16 07:50:00+00:00,M3.6,N11W27,13753.0,2024-07-16 12:09:00+00:00,1,[{'activityID': '2024-07-16T08:48:00-CME-001'}],26.0,M,2,7,16,7,2024,1,3.6,1
2024-07-16T13:11:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-16 13:11:00+00:00,2024-07-16 13:26:00+00:00,2024-07-16 13:36:00+00:00,X1.9,S09W85,13738.0,2024-07-17 12:37:00+00:00,4,[{'activityID': '2024-07-16T13:48:00-CME-001'}],25.0,X,3,13,16,7,2024,1,1.9,2
2024-07-16T21:06:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-16 21:06:00+00:00,2024-07-16 21:24:00+00:00,2024-07-16 21:36:00+00:00,M1.6,N10W35,13753.0,2024-07-17 11:42:00+00:00,1,,30.0,M,2,21,16,7,2024,1,1.6,1
2024-07-16T21:46:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-16 21:46:00+00:00,2024-07-16 22:06:00+00:00,2024-07-16 22:17:00+00:00,M1.9,N18W11,13744.0,2024-07-17 11:44:00+00:00,1,[{'activityID': '2024-07-16T23:12:00-CME-001'}],31.0,M,2,21,16,7,2024,1,1.9,1
2024-07-17T06:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-17 06:26:00+00:00,2024-07-17 06:39:00+00:00,2024-07-17 07:01:00+00:00,M5.0,S10W30,13743.0,2024-07-17 11:58:00+00:00,2,[{'activityID': '2024-07-17T07:48:00-CME-001'}],35.0,M,2,6,17,7,2024,2,5.0,1
2024-07-17T07:01:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-17 07:01:00+00:00,2024-07-17 07:08:00+00:00,2024-07-17 07:13:00+00:00,M3.4,S11W31,13743.0,2024-07-17 16:18:00+00:00,1,,12.0,M,2,7,17,7,2024,2,3.4,1
2024-07-17T09:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-17 09:26:00+00:00,2024-07-17 09:45:00+00:00,2024-07-17 10:10:00+00:00,M1.2,S10W83,13738.0,2024-07-24 18:10:00+00:00,2,,44.0,M,2,9,17,7,2024,2,1.2,1
2024-07-17T19:40:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-17 19:40:00+00:00,2024-07-17 19:51:00+00:00,2024-07-17 19:53:00+00:00,M1.2,N12W46,13753.0,2024-07-17 20:26:00+00:00,1,,13.0,M,2,19,17,7,2024,2,1.2,1
2024-07-17T19:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-17 19:53:00+00:00,2024-07-17 19:58:00+00:00,2024-07-17 20:04:00+00:00,M2.0,N12W46,13753.0,2024-07-17 20:19:00+00:00,1,,11.0,M,2,19,17,7,2024,2,2.0,1
2024-07-18T10:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-18 10:04:00+00:00,2024-07-18 10:14:00+00:00,2024-07-18 10:20:00+00:00,M2.2,S07E22,13751.0,2024-07-18 11:37:00+00:00,1,,16.0,M,2,10,18,7,2024,3,2.2,1
2024-07-18T10:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-18 10:20:00+00:00,2024-07-18 10:27:00+00:00,2024-07-18 10:31:00+00:00,M2.0,S07E23,13751.0,2024-07-18 11:38:00+00:00,1,,11.0,M,2,10,18,7,2024,3,2.0,1
2024-07-19T08:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-19 08:13:00+00:00,2024-07-19 08:23:00+00:00,2024-07-19 08:30:00+00:00,M3.2,N11W67,13753.0,2024-07-20 12:59:00+00:00,2,,17.0,M,2,8,19,7,2024,4,3.2,1
2024-07-19T17:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-19 17:53:00+00:00,2024-07-19 18:06:00+00:00,2024-07-19 18:25:00+00:00,M2.0,S10E03,13751.0,2024-07-19 18:29:00+00:00,1,,32.0,M,2,17,19,7,2024,4,2.0,1
2024-07-19T22:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-19 22:44:00+00:00,2024-07-19 22:51:00+00:00,2024-07-19 23:06:00+00:00,M1.0,S09W70,13758.0,2024-07-20 17:01:00+00:00,2,,22.0,M,2,22,19,7,2024,4,1.0,1
2024-07-20T07:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-20 07:10:00+00:00,2024-07-20 07:20:00+00:00,2024-07-20 07:24:00+00:00,M1.8,S07W03,13751.0,2024-07-20 12:28:00+00:00,1,,14.0,M,2,7,20,7,2024,5,1.8,1
2024-07-20T18:36:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-20 18:36:00+00:00,2024-07-20 18:49:00+00:00,2024-07-20 19:02:00+00:00,M1.5,N12W70,13744.0,2024-07-20 21:41:00+00:00,2,,26.0,M,2,18,20,7,2024,5,1.5,1
2024-07-21T03:46:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-21 03:46:00+00:00,2024-07-21 03:55:00+00:00,2024-07-21 03:59:00+00:00,M1.4,N15W73,13744.0,2024-07-21 13:59:00+00:00,1,[{'activityID': '2024-07-21T04:24:00-CME-001'}],13.0,M,2,3,21,7,2024,6,1.4,1
2024-07-21T08:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-21 08:28:00+00:00,2024-07-21 08:34:00+00:00,2024-07-21 08:41:00+00:00,M1.5,S10W22,13751.0,2024-07-21 13:59:00+00:00,1,,13.0,M,2,8,21,7,2024,6,1.5,1
2024-07-21T16:18:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-21 16:18:00+00:00,2024-07-21 16:31:00+00:00,2024-07-21 16:59:00+00:00,M1.0,N15E20,13757.0,2024-07-21 17:08:00+00:00,1,[{'activityID': '2024-07-21T16:48:00-CME-001'}],41.0,M,2,16,21,7,2024,6,1.0,1
2024-07-21T23:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-21 23:21:00+00:00,2024-07-21 23:28:00+00:00,2024-07-21 23:34:00+00:00,M3.2,N14W85,13744.0,2024-07-22 00:19:00+00:00,1,,13.0,M,2,23,21,7,2024,6,3.2,1
2024-07-22T03:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-22 03:27:00+00:00,2024-07-22 03:33:00+00:00,2024-07-22 03:37:00+00:00,M1.4,S12E55,13762.0,2024-07-22 11:41:00+00:00,1,,10.0,M,2,3,22,7,2024,0,1.4,1
2024-07-22T03:55:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-22 03:55:00+00:00,2024-07-22 04:04:00+00:00,2024-07-22 04:08:00+00:00,M3.9,S12E54,13762.0,2024-07-22 11:41:00+00:00,1,,13.0,M,2,3,22,7,2024,0,3.9,1
2024-07-22T04:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-22 04:14:00+00:00,2024-07-22 04:34:00+00:00,2024-07-22 04:43:00+00:00,M1.9,S12E54,13762.0,2024-07-22 11:41:00+00:00,1,,29.0,M,2,4,22,7,2024,0,1.9,1
2024-07-22T09:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-22 09:31:00+00:00,2024-07-22 09:35:00+00:00,2024-07-22 09:40:00+00:00,M1.4,N15W88,13744.0,2024-07-22 11:42:00+00:00,1,,9.0,M,2,9,22,7,2024,0,1.4,1
2024-07-22T12:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-22 12:47:00+00:00,2024-07-22 13:00:00+00:00,2024-07-22 13:04:00+00:00,M1.5,N15W90,13744.0,2024-07-22 13:08:00+00:00,1,,17.0,M,2,12,22,7,2024,0,1.5,1
2024-07-23T13:49:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-23 13:49:00+00:00,2024-07-23 14:28:00+00:00,2024-07-23 15:09:00+00:00,M2.4,S10E77,13765.0,2024-07-24 11:49:00+00:00,5,[{'activityID': '2024-07-23T14:48:00-CME-001'}],80.0,M,2,13,23,7,2024,1,2.4,1
2024-07-24T07:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-24 07:28:00+00:00,2024-07-24 07:42:00+00:00,2024-07-24 07:50:00+00:00,M3.6,S08W60,13751.0,2024-07-24 11:14:00+00:00,1,[{'activityID': '2024-07-24T08:23:00-CME-001'}],22.0,M,2,7,24,7,2024,2,3.6,1
2024-07-24T17:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-24 17:07:00+00:00,2024-07-24 17:21:00+00:00,2024-07-24 17:27:00+00:00,M3.0,S08W70,13751.0,2024-07-24 18:43:00+00:00,2,[{'activityID': '2024-07-24T17:36:00-CME-001'}],20.0,M,2,17,24,7,2024,2,3.0,1
2024-07-25T00:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-25 00:24:00+00:00,2024-07-25 00:41:00+00:00,2024-07-25 00:56:00+00:00,C8.4,S12E12,13762.0,2024-07-25 02:14:00+00:00,1,,32.0,C,1,0,25,7,2024,3,8.4,0
2024-07-25T15:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-25 15:27:00+00:00,2024-07-25 15:37:00+00:00,2024-07-25 15:43:00+00:00,M1.3,S07W85,13751.0,2024-07-25 16:13:00+00:00,1,[{'activityID': '2024-07-25T16:00:00-CME-001'}],16.0,M,2,15,25,7,2024,3,1.3,1
2024-07-26T02:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-26 02:41:00+00:00,2024-07-26 02:52:00+00:00,2024-07-26 03:00:00+00:00,C3.9,S08W85,13751.0,2024-07-26 16:28:00+00:00,1,[{'activityID': '2024-07-26T03:12:00-CME-001'}],19.0,C,1,2,26,7,2024,4,3.9,0
2024-07-26T04:30:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-26 04:30:00+00:00,2024-07-26 04:42:00+00:00,2024-07-26 04:51:00+00:00,M1.7,S07W73,13761.0,2024-07-26 11:39:00+00:00,1,,21.0,M,2,4,26,7,2024,4,1.7,1
2024-07-27T02:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 02:21:00+00:00,2024-07-27 02:37:00+00:00,2024-07-27 02:45:00+00:00,M4.2,S07E25,13766.0,2024-07-27 02:54:00+00:00,1,,24.0,M,2,2,27,7,2024,5,4.2,1
2024-07-27T05:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 05:12:00+00:00,2024-07-27 05:46:00+00:00,2024-07-27 06:19:00+00:00,M3.1,S11W25,13762.0,2024-07-27 06:25:00+00:00,1,[{'activityID': '2024-07-27T06:36:00-CME-001'}],67.0,M,2,5,27,7,2024,5,3.1,1
2024-07-27T06:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 06:25:00+00:00,2024-07-27 06:31:00+00:00,2024-07-27 06:55:00+00:00,M1.5,S11E32,13765.0,2024-07-28 14:16:00+00:00,2,,30.0,M,2,6,27,7,2024,5,1.5,1
2024-07-27T10:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 10:16:00+00:00,2024-07-27 10:40:00+00:00,2024-07-27 10:50:00+00:00,M2.0,S12W30,13762.0,2024-07-27 17:40:00+00:00,1,[{'activityID': '2024-07-27T11:12:00-CME-001'}],34.0,M,2,10,27,7,2024,5,2.0,1
2024-07-27T10:50:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 10:50:00+00:00,2024-07-27 10:54:00+00:00,2024-07-27 11:06:00+00:00,M1.8,S10E41,13767.0,2024-07-27 17:41:00+00:00,1,,16.0,M,2,10,27,7,2024,5,1.8,1
2024-07-27T17:50:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 17:50:00+00:00,2024-07-27 18:06:00+00:00,2024-07-27 18:17:00+00:00,M2.7,S07E18,13766.0,2024-07-27 18:21:00+00:00,1,,27.0,M,2,17,27,7,2024,5,2.7,1
2024-07-27T18:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-27 18:24:00+00:00,2024-07-27 18:39:00+00:00,2024-07-27 18:51:00+00:00,M3.4,S12W33,13762.0,2024-07-27 19:27:00+00:00,1,[{'activityID': '2024-07-27T21:36:00-CME-001'}],27.0,M,2,18,27,7,2024,5,3.4,1
