flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,submissionTime,versionId,linkedEvents,duration_minutes,flare_class,risk_level,hour,day,month,year,day_of_week,magnitude,flare_class_encoded
2024-05-02T02:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-02 02:07:00+00:00,2024-05-02 02:17:00+00:00,2024-05-02 02:24:00+00:00,M1.0,N25E21,13663.0,2024-05-02 12:55:00+00:00,1,,17.0,M,2,2,2,5,2024,3,1.0,1
2024-05-02T20:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-02 20:52:00+00:00,2024-05-02 20:57:00+00:00,2024-05-02 21:01:00+00:00,M2.7,S21E58,13664.0,2024-05-03 03:01:00+00:00,1,,9.0,M,2,20,2,5,2024,3,2.7,1
2024-05-03T00:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-03 00:08:00+00:00,2024-05-03 00:15:00+00:00,2024-05-03 00:19:00+00:00,M2.7,S21E57,13664.0,2024-05-03 03:02:00+00:00,1,,11.0,M,2,0,3,5,2024,4,2.7,1
2024-05-03T02:11:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-03 02:11:00+00:00,2024-05-03 02:22:00+00:00,2024-05-03 02:27:00+00:00,X1.6,N26E05,13663.0,2024-05-03 02:54:00+00:00,2,[{'activityID': '2024-05-03T02:48:00-CME-001'}],16.0,X,3,2,3,5,2024,4,1.6,2
2024-05-03T08:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-03 08:05:00+00:00,2024-05-03 08:11:00+00:00,2024-05-03 08:16:00+00:00,M4.4,N26E05,13663.0,2024-05-03 09:09:00+00:00,1,[{'activityID': '2024-05-03T09:24:00-CME-001'}],11.0,M,2,8,3,5,2024,4,4.4,1
2024-05-03T22:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-03 22:25:00+00:00,2024-05-03 22:47:00+00:00,2024-05-03 23:11:00+00:00,M1.2,S08W100,13654.0,2024-05-04 14:32:00+00:00,1,,46.0,M,2,22,3,5,2024,4,1.2,1
2024-05-03T23:11:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-03 23:11:00+00:00,2024-05-03 23:16:00+00:00,2024-05-03 23:20:00+00:00,M1.0,N25W04,13663.0,2024-05-04 13:29:00+00:00,1,[{'activityID': '2024-05-04T01:53:00-CME-001'}],9.0,M,2,23,3,5,2024,4,1.0,1
2024-05-03T23:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-03 23:24:00+00:00,2024-05-03 23:30:00+00:00,2024-05-03 23:36:00+00:00,M2.4,N26W06,13663.0,2024-05-04 13:24:00+00:00,1,[{'activityID': '2024-05-04T01:53:00-CME-001'}],12.0,M,2,23,3,5,2024,4,2.4,1
2024-05-04T00:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-04 00:26:00+00:00,2024-05-04 00:36:00+00:00,2024-05-04 00:44:00+00:00,M1.6,N26W05,13663.0,2024-05-04 13:26:00+00:00,2,[{'activityID': '2024-05-04T01:53:00-CME-001'}],18.0,M,2,0,4,5,2024,5,1.6,1
2024-05-04T06:02:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-04 06:02:00+00:00,2024-05-04 06:19:00+00:00,2024-05-04 06:30:00+00:00,M9.1,N26W09,13663.0,2024-05-04 12:22:00+00:00,2,[{'activityID': '2024-05-04T06:53:00-CME-001'}],28.0,M,2,6,4,5,2024,5,9.1,1
2024-05-04T07:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-04 07:04:00+00:00,2024-05-04 07:07:00+00:00,2024-05-04 07:11:00+00:00,M1.5,N27W08,13663.0,2024-05-04 13:15:00+00:00,1,,7.0,M,2,7,4,5,2024,5,1.5,1
2024-05-04T18:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-04 18:10:00+00:00,2024-05-04 18:20:00+00:00,2024-05-04 18:25:00+00:00,M1.3,N26W15,13663.0,2024-05-04 18:30:00+00:00,1,,15.0,M,2,18,4,5,2024,5,1.3,1
2024-05-04T22:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-04 22:23:00+00:00,2024-05-04 22:37:00+00:00,2024-05-04 22:54:00+00:00,M3.2,N26W15,13663.0,2024-05-05 02:46:00+00:00,1,,31.0,M,2,22,4,5,2024,5,3.2,1
2024-05-04T23:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-04 23:28:00+00:00,2024-05-04 23:48:00+00:00,2024-05-04 23:55:00+00:00,M9.0,N26W17,13663.0,2024-05-05 02:25:00+00:00,2,[{'activityID': '2024-05-05T02:09:00-CME-001'}],27.0,M,2,23,4,5,2024,5,9.0,1
2024-05-05T01:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 01:15:00+00:00,2024-05-05 01:27:00+00:00,2024-05-05 01:43:00+00:00,M8.4,N26W20,13663.0,2024-05-05 02:34:00+00:00,2,[{'activityID': '2024-05-05T02:09:00-CME-001'}],28.0,M,2,1,5,5,2024,6,8.4,1
2024-05-05T03:01:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 03:01:00+00:00,2024-05-05 03:17:00+00:00,2024-05-05 03:27:00+00:00,C8.8,N24W21,13663.0,2024-05-05 18:00:00+00:00,3,[{'activityID': '2024-05-05T03:38:00-CME-001'}],26.0,C,1,3,5,5,2024,6,8.8,0
2024-05-05T05:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 05:47:00+00:00,2024-05-05 06:01:00+00:00,2024-05-05 06:07:00+00:00,X1.3,N26W20,13663.0,2024-05-05 12:26:00+00:00,3,[{'activityID': '2024-05-05T06:38:00-CME-001'}],20.0,X,3,5,5,5,2024,6,1.3,2
2024-05-05T08:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 08:07:00+00:00,2024-05-05 08:19:00+00:00,2024-05-05 08:24:00+00:00,M1.3,N26W22,13663.0,2024-05-05 12:51:00+00:00,1,[{'activityID': '2024-05-05T08:09:00-CME-001'}],17.0,M,2,8,5,5,2024,6,1.3,1
2024-05-05T09:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 09:23:00+00:00,2024-05-05 09:38:00+00:00,2024-05-05 09:53:00+00:00,M2.3,S21E22,13664.0,2024-05-05 12:54:00+00:00,1,,30.0,M,2,9,5,5,2024,6,2.3,1
2024-05-05T09:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 09:53:00+00:00,2024-05-05 10:00:00+00:00,2024-05-05 10:19:00+00:00,M7.4,N26W22,13663.0,2024-05-05 12:25:00+00:00,4,,26.0,M,2,9,5,5,2024,6,7.4,1
2024-05-05T11:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 11:41:00+00:00,2024-05-05 11:54:00+00:00,2024-05-05 12:16:00+00:00,X1.2,N26W23,13663.0,2024-05-05 12:23:00+00:00,4,[{'activityID': '2024-05-05T13:24:00-CME-001'}],35.0,X,3,11,5,5,2024,6,1.2,2
2024-05-05T14:33:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 14:33:00+00:00,2024-05-05 14:47:00+00:00,2024-05-05 14:56:00+00:00,M1.3,N26W24,13663.0,2024-05-06 13:13:00+00:00,3,,23.0,M,2,14,5,5,2024,6,1.3,1
2024-05-05T15:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 15:28:00+00:00,2024-05-05 15:38:00+00:00,2024-05-05 15:51:00+00:00,M2.2,N26W25,13663.0,2024-05-05 16:03:00+00:00,3,,23.0,M,2,15,5,5,2024,6,2.2,1
2024-05-05T16:55:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 16:55:00+00:00,2024-05-05 17:01:00+00:00,2024-05-05 17:06:00+00:00,M1.3,S18E24,13664.0,2024-05-05 17:24:00+00:00,3,,11.0,M,2,16,5,5,2024,6,1.3,1
2024-05-05T18:34:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 18:34:00+00:00,2024-05-05 18:40:00+00:00,2024-05-05 18:45:00+00:00,M1.0,S19E18,13664.0,2024-05-05 19:14:00+00:00,2,,11.0,M,2,18,5,5,2024,6,1.0,1
2024-05-05T19:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-05 19:44:00+00:00,2024-05-05 19:52:00+00:00,2024-05-05 20:06:00+00:00,M1.3,N26W28,13663.0,2024-05-05 20:11:00+00:00,1,,22.0,M,2,19,5,5,2024,6,1.3,1
2024-05-06T00:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-06 00:47:00+00:00,2024-05-06 01:06:00+00:00,2024-05-06 01:14:00+00:00,M1.6,N26W30,13663.0,2024-05-06 13:14:00+00:00,2,,27.0,M,2,0,6,5,2024,0,1.6,1
2024-05-06T05:09:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-06 05:09:00+00:00,2024-05-06 05:28:00+00:00,2024-05-06 05:38:00+00:00,M1.3,N26W37,13663.0,2024-05-06 13:14:00+00:00,2,,29.0,M,2,5,6,5,2024,0,1.3,1
2024-05-06T05:38:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-06 05:38:00+00:00,2024-05-06 06:35:00+00:00,2024-05-06 06:47:00+00:00,X4.5,N26W35,13663.0,2024-05-06 11:06:00+00:00,2,[{'activityID': '2024-05-06T07:38:00-CME-001'}],69.0,X,3,5,6,5,2024,0,4.5,2
2024-05-06T09:49:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-06 09:49:00+00:00,2024-05-06 09:59:00+00:00,2024-05-06 10:04:00+00:00,M1.5,N26W38,13663.0,2024-05-06 11:11:00+00:00,1,,15.0,M,2,9,6,5,2024,0,1.5,1
2024-05-06T21:37:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-06 21:37:00+00:00,2024-05-06 21:48:00+00:00,2024-05-06 21:58:00+00:00,M1.2,N27W41,13663.0,2024-05-07 13:29:00+00:00,1,,21.0,M,2,21,6,5,2024,0,1.2,1
2024-05-06T21:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-06 21:58:00+00:00,2024-05-06 22:27:00+00:00,2024-05-06 23:07:00+00:00,M4.3,N27W42,13663.0,2024-05-07 13:30:00+00:00,1,,69.0,M,2,21,6,5,2024,0,4.3,1
2024-05-07T00:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 00:41:00+00:00,2024-05-07 00:58:00+00:00,2024-05-07 01:23:00+00:00,M2.6,N25W45,13663.0,2024-05-07 13:48:00+00:00,1,,42.0,M,2,0,7,5,2024,1,2.6,1
2024-05-07T05:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 05:58:00+00:00,2024-05-07 06:16:00+00:00,2024-05-07 06:27:00+00:00,M5.1,N27W47,13663.0,2024-05-07 11:46:00+00:00,2,,29.0,M,2,5,7,5,2024,1,5.1,1
2024-05-07T08:18:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 08:18:00+00:00,2024-05-07 08:23:00+00:00,2024-05-07 08:28:00+00:00,M1.3,N25W52,13663.0,2024-05-07 14:06:00+00:00,1,,10.0,M,2,8,7,5,2024,1,1.3,1
2024-05-07T08:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 08:28:00+00:00,2024-05-07 08:31:00+00:00,2024-05-07 08:33:00+00:00,M1.4,S18E05,13668.0,2024-05-07 14:07:00+00:00,1,,5.0,M,2,8,7,5,2024,1,1.4,1
2024-05-07T11:40:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 11:40:00+00:00,2024-05-07 11:50:00+00:00,2024-05-07 12:01:00+00:00,M2.4,S22W02,13664.0,2024-05-08 16:17:00+00:00,2,,21.0,M,2,11,7,5,2024,1,2.4,1
2024-05-07T12:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 12:43:00+00:00,2024-05-07 12:54:00+00:00,2024-05-07 12:59:00+00:00,M1.5,N25W54,13663.0,2024-05-07 13:59:00+00:00,1,,16.0,M,2,12,7,5,2024,1,1.5,1
2024-05-07T13:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 13:16:00+00:00,2024-05-07 13:25:00+00:00,2024-05-07 13:32:00+00:00,M1.0,N25W55,13663.0,2024-05-07 14:01:00+00:00,1,,16.0,M,2,13,7,5,2024,1,1.0,1
2024-05-07T13:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 13:32:00+00:00,2024-05-07 13:35:00+00:00,2024-05-07 13:39:00+00:00,M1.0,N25W55,13663.0,2024-05-07 14:01:00+00:00,1,,7.0,M,2,13,7,5,2024,1,1.0,1
2024-05-07T16:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 16:21:00+00:00,2024-05-07 16:30:00+00:00,2024-05-07 16:36:00+00:00,M8.2,N25W56,13663.0,2024-05-07 16:40:00+00:00,2,,15.0,M,2,16,7,5,2024,1,8.2,1
2024-05-07T19:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 19:58:00+00:00,2024-05-07 20:22:00+00:00,2024-05-07 20:34:00+00:00,M2.1,S21W12,13664.0,2024-05-08 16:31:00+00:00,1,,36.0,M,2,19,7,5,2024,1,2.1,1
2024-05-07T20:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 20:45:00+00:00,2024-05-07 20:47:00+00:00,2024-05-07 21:13:00+00:00,M1.2,S20W08,13664.0,2024-05-08 16:48:00+00:00,1,,28.0,M,2,20,7,5,2024,1,1.2,1
2024-05-07T21:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 21:13:00+00:00,2024-05-07 21:26:00+00:00,2024-05-07 21:42:00+00:00,M3.3,N26W57,13663.0,2024-05-08 16:59:00+00:00,1,,29.0,M,2,21,7,5,2024,1,3.3,1
2024-05-07T21:42:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 21:42:00+00:00,2024-05-07 21:59:00+00:00,2024-05-07 22:08:00+00:00,M3.3,N26W57,13663.0,2024-05-08 17:08:00+00:00,1,,26.0,M,2,21,7,5,2024,1,3.3,1
2024-05-07T22:55:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-07 22:55:00+00:00,2024-05-07 23:31:00+00:00,2024-05-07 23:35:00+00:00,M1.6,S11W09,13664.0,2024-05-08 17:18:00+00:00,1,,40.0,M,2,22,7,5,2024,1,1.6,1
2024-05-08T01:33:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 01:33:00+00:00,2024-05-08 01:41:00+00:00,2024-05-08 01:48:00+00:00,X1.0,N25W60,13663.0,2024-05-08 01:55:00+00:00,2,,15.0,X,3,1,8,5,2024,2,1.0,2
2024-05-08T02:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 02:16:00+00:00,2024-05-08 02:27:00+00:00,2024-05-08 02:36:00+00:00,M3.4,S20W10,13664.0,2024-05-08 16:10:00+00:00,1,,20.0,M,2,2,8,5,2024,2,3.4,1
2024-05-08T03:19:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 03:19:00+00:00,2024-05-08 03:27:00+00:00,2024-05-08 03:38:00+00:00,M1.8,S20W10,13664.0,2024-05-09 15:34:00+00:00,2,,19.0,M,2,3,8,5,2024,2,1.8,1
2024-05-08T03:38:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 03:38:00+00:00,2024-05-08 03:42:00+00:00,2024-05-08 03:46:00+00:00,M1.9,S20W10,13664.0,2024-05-08 16:25:00+00:00,1,,8.0,M,2,3,8,5,2024,2,1.9,1
2024-05-08T04:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 04:20:00+00:00,2024-05-08 04:30:00+00:00,2024-05-08 04:37:00+00:00,M3.5,S21W10,13664.0,2024-05-08 16:41:00+00:00,2,"[{'activityID': '2024-05-08T05:36:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]",17.0,M,2,4,8,5,2024,2,3.5,1
2024-05-08T04:37:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 04:37:00+00:00,2024-05-08 05:09:00+00:00,2024-05-08 05:32:00+00:00,X1.0,S22W10,13664.0,2024-05-08 17:01:00+00:00,4,"[{'activityID': '2024-05-08T05:36:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]",55.0,X,3,4,8,5,2024,2,1.0,2
2024-05-08T06:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 06:44:00+00:00,2024-05-08 06:53:00+00:00,2024-05-08 07:03:00+00:00,M7.1,S21W18,13664.0,2024-05-08 15:53:00+00:00,3,,19.0,M,2,6,8,5,2024,2,7.1,1
2024-05-08T07:29:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 07:29:00+00:00,2024-05-08 07:41:00+00:00,2024-05-08 07:53:00+00:00,M4.5,N25W61,13663.0,2024-05-08 16:28:00+00:00,1,,24.0,M,2,7,8,5,2024,2,4.5,1
2024-05-08T09:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 09:31:00+00:00,2024-05-08 09:37:00+00:00,2024-05-08 09:42:00+00:00,M1.8,S21W14,13664.0,2024-05-08 17:01:00+00:00,2,,11.0,M,2,9,8,5,2024,2,1.8,1
2024-05-08T09:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 09:43:00+00:00,2024-05-08 09:48:00+00:00,2024-05-08 09:56:00+00:00,M2.1,N25W62,13663.0,2024-05-08 16:57:00+00:00,1,,13.0,M,2,9,8,5,2024,2,2.1,1
2024-05-08T11:09:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 11:09:00+00:00,2024-05-08 11:22:00+00:00,2024-05-08 11:26:00+00:00,M4.1,N26W65,13663.0,2024-05-08 15:45:00+00:00,2,,17.0,M,2,11,8,5,2024,2,4.1,1
2024-05-08T11:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 11:26:00+00:00,2024-05-08 12:04:00+00:00,2024-05-08 12:17:00+00:00,M8.6,S20W11,13664.0,2024-05-08 15:26:00+00:00,3,"[{'activityID': '2024-05-08T12:24:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]",51.0,M,2,11,8,5,2024,2,8.6,1
2024-05-08T17:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 17:32:00+00:00,2024-05-08 17:53:00+00:00,2024-05-08 18:00:00+00:00,M7.9,S17W13,13664.0,2024-05-08 18:05:00+00:00,2,,28.0,M,2,17,8,5,2024,2,7.9,1
2024-05-08T18:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 18:14:00+00:00,2024-05-08 18:36:00+00:00,2024-05-08 18:51:00+00:00,M2.9,N25W67,13663.0,2024-05-08 19:14:00+00:00,1,,37.0,M,2,18,8,5,2024,2,2.9,1
2024-05-08T19:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 19:15:00+00:00,2024-05-08 19:21:00+00:00,2024-05-08 19:29:00+00:00,M2.0,S20W19,13664.0,2024-05-08 19:35:00+00:00,1,,14.0,M,2,19,8,5,2024,2,2.0,1
2024-05-08T20:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 20:27:00+00:00,2024-05-08 20:34:00+00:00,2024-05-08 20:39:00+00:00,M1.7,S20W19,13664.0,2024-05-08 22:23:00+00:00,3,,12.0,M,2,20,8,5,2024,2,1.7,1
2024-05-08T21:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 21:08:00+00:00,2024-05-08 21:40:00+00:00,2024-05-08 23:10:00+00:00,X1.0,S20W17,13664.0,2025-01-06 18:21:00+00:00,9,"[{'activityID': '2024-05-08T22:24:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]",122.0,X,3,21,8,5,2024,2,1.0,2
2024-05-08T22:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08 22:05:00+00:00,2024-05-08 22:27:00+00:00,2024-05-08 23:12:00+00:00,M9.8,S22W22,13664.0,2024-05-09 15:52:00+00:00,3,"[{'activityID': '2024-05-08T22:24:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]",67.0,M,2,22,8,5,2024,2,9.8,1
2024-05-09T00:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 00:58:00+00:00,2024-05-09 01:15:00+00:00,2024-05-09 01:57:00+00:00,M1.8,S20W19,13664.0,2024-05-09 16:18:00+00:00,1,,59.0,M,2,0,9,5,2024,3,1.8,1
2024-05-09T03:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 03:07:00+00:00,2024-05-09 03:17:00+00:00,2024-05-09 03:23:00+00:00,M4.0,S22W23,13664.0,2024-05-09 16:20:00+00:00,1,,16.0,M,2,3,9,5,2024,3,4.0,1
2024-05-09T03:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 03:23:00+00:00,2024-05-09 03:32:00+00:00,2024-05-09 03:45:00+00:00,M4.5,S22W23,13664.0,2024-05-09 16:22:00+00:00,1,,22.0,M,2,3,9,5,2024,3,4.5,1
2024-05-09T04:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 04:44:00+00:00,2024-05-09 04:49:00+00:00,2024-05-09 04:55:00+00:00,M1.7,S21W27,13664.0,2024-05-09 16:24:00+00:00,1,,11.0,M,2,4,9,5,2024,3,1.7,1
2024-05-09T05:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 05:35:00+00:00,2024-05-09 05:38:00+00:00,2024-05-09 05:42:00+00:00,M1.2,S20W21,13664.0,2024-05-09 16:33:00+00:00,1,,7.0,M,2,5,9,5,2024,3,1.2,1
2024-05-09T06:03:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 06:03:00+00:00,2024-05-09 06:13:00+00:00,2024-05-09 06:24:00+00:00,M2.3,S22W30,13664.0,2024-05-09 16:36:00+00:00,1,,21.0,M,2,6,9,5,2024,3,2.3,1
2024-05-09T06:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 06:24:00+00:00,2024-05-09 06:27:00+00:00,2024-05-09 06:31:00+00:00,M2.4,S21W25,13664.0,2024-05-09 16:47:00+00:00,1,,7.0,M,2,6,9,5,2024,3,2.4,1
2024-05-09T07:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 07:54:00+00:00,2024-05-09 07:59:00+00:00,2024-05-09 08:06:00+00:00,M1.2,S21W28,13664.0,2024-05-09 17:00:00+00:00,1,,12.0,M,2,7,9,5,2024,3,1.2,1
2024-05-09T08:30:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 08:30:00+00:00,2024-05-09 08:40:00+00:00,2024-05-09 08:45:00+00:00,M2.1,S21W25,13664.0,2024-05-09 17:04:00+00:00,1,,15.0,M,2,8,9,5,2024,3,2.1,1
2024-05-09T08:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 08:45:00+00:00,2024-05-09 09:13:00+00:00,2024-05-09 09:36:00+00:00,X2.2,S20W25,13664.0,2024-05-09 12:02:00+00:00,2,"[{'activityID': '2024-05-09T09:24:00-CME-001'}, {'activityID': '2024-05-09T13:59:00-SEP-001'}, {'activityID': '2024-05-09T14:25:00-SEP-001'}, {'activityID': '2024-05-10T12:59:00-SEP-001'}, {'activityID': '2024-05-10T13:02:00-SEP-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]",51.0,X,3,8,9,5,2024,3,2.2,2
2024-05-09T11:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 11:52:00+00:00,2024-05-09 11:56:00+00:00,2024-05-09 12:02:00+00:00,M3.1,S16W40,13664.0,2024-05-09 17:07:00+00:00,1,,10.0,M,2,11,9,5,2024,3,3.1,1
2024-05-09T12:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09 12:05:00+00:00,2024-05-09 12:12:00+00:00,2024-05-09 12:20:00+00:00,M2.9,S18W33,13664.0,2024-05-09 17:10:00+00:00,1,,15.0,M,2,12,9,5,2024,3,2.9,1
