flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,submissionTime,versionId,link,linkedEvents,sentNotifications
2024-05-08T09:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T09:43Z,2024-05-08T09:48Z,2024-05-08T09:56Z,M2.1,N25W62,13663.0,Simultaneous brightening seen in UV imagery from Active Region 13664 (S22W15) may have contributed to the peak flux of this flare.,2024-05-08T16:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30577/-1,,
2024-05-08T11:09:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T11:09Z,2024-05-08T11:22Z,2024-05-08T11:26Z,M4.1,N26W65,13663.0,Overlaps with subsequent flaring from Active Region 13664.,2024-05-08T15:45Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30559/-1,,
2024-05-08T11:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T11:26Z,2024-05-08T12:04Z,2024-05-08T12:17Z,M8.6,S20W11,13664.0,"Overlapping flaring from Active Region 13663 may have contributed to the flux of the flare, particularly before the peak of this M8.5 flare.",2024-05-08T15:26Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30555/-1,"[{'activityID': '2024-05-08T12:24:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]","[{'messageID': '20240508-AL-005', 'messageIssueTime': '2024-05-08T11:53Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30556/1'}, {'messageID': '20240508-AL-007', 'messageIssueTime': '2024-05-08T13:36Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30560/1'}]"
2024-05-08T17:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T17:32Z,2024-05-08T17:53Z,2024-05-08T18:00Z,M7.9,S17W13,13664.0,,2024-05-08T18:05Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30586/-1,,"[{'messageID': '20240508-AL-010', 'messageIssueTime': '2024-05-08T17:54Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30587/1'}, {'messageID': '20240508-AL-011', 'messageIssueTime': '2024-05-08T18:06Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30588/1'}]"
2024-05-08T18:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T18:14Z,2024-05-08T18:36Z,2024-05-08T18:51Z,M2.9,N25W67,13663.0,,2024-05-08T19:14Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30594/-1,,
2024-05-08T19:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T19:15Z,2024-05-08T19:21Z,2024-05-08T19:29Z,M2.0,S20W19,13664.0,,2024-05-08T19:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30596/-1,,
2024-05-08T20:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T20:27Z,2024-05-08T20:34Z,2024-05-08T20:39Z,M1.7,S20W19,13664.0,,2024-05-08T22:23Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30599/-1,,
2024-05-08T21:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T21:08Z,2024-05-08T21:40Z,2024-05-08T23:10Z,X1.0,S20W17,13664.0,First peak of a double peaked flare. Times adjusted to match NOAA SWPC Solar & Geophysical Activity Summary.,2025-01-06T18:21Z,9,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30601/-1,"[{'activityID': '2024-05-08T22:24:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]","[{'messageID': '20240508-AL-013', 'messageIssueTime': '2024-05-08T22:35Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30602/1'}, {'messageID': '20240508-AL-014', 'messageIssueTime': '2024-05-08T22:38Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30604/1'}]"
2024-05-08T22:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-08T22:05Z,2024-05-08T22:27Z,2024-05-08T23:12Z,M9.8,S22W22,13664.0,Second of double peaked flare. Times based off of NOAA SWPC Solar & Geophysical Activity Summary.,2024-05-09T15:52Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30603/-1,"[{'activityID': '2024-05-08T22:24:00-CME-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]","[{'messageID': '20240509-AL-003', 'messageIssueTime': '2024-05-09T12:36Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30608/1'}]"
2024-05-09T00:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T00:58Z,2024-05-09T01:15Z,2024-05-09T01:57Z,M1.8,S20W19,13664.0,"X-ray flux was previously elevated to M-class background levels by preceding X1.0 flare from Active Region 13664 peaking at 2024-05-08T21:40Z. This M1.8 flare corresponds to flaring activity from Active Region 13664 which produces multiple 'bumps' observed in GOES X-ray flux, with the peak being the M1.8 value listed in this entry.",2024-05-09T16:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30614/-1,,
2024-05-09T03:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T03:07Z,2024-05-09T03:17Z,2024-05-09T03:23Z,M4.0,S22W23,13664.0,,2024-05-09T16:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30615/-1,,
2024-05-09T03:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T03:23Z,2024-05-09T03:32Z,2024-05-09T03:45Z,M4.5,S22W23,13664.0,,2024-05-09T16:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30616/-1,,
2024-05-09T04:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T04:44Z,2024-05-09T04:49Z,2024-05-09T04:55Z,M1.7,S21W27,13664.0,,2024-05-09T16:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30618/-1,,
2024-05-09T05:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T05:35Z,2024-05-09T05:38Z,2024-05-09T05:42Z,M1.2,S20W21,13664.0,"X-ray flux was previously elevated to M-class background levels following the preceding M4.5 flare peaking at 2024-05-09T03:32Z and M1.7 flare peaking at 2024-05-09T04:49Z, both from Active Region 13664. End time based on visual inspection of GOES X-ray flux compared to SDO AIA 131 imagery of flaring activity from Active Region 13664 at the time of this event.",2024-05-09T16:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30621/-1,,
2024-05-09T06:03:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T06:03Z,2024-05-09T06:13Z,2024-05-09T06:24Z,M2.3,S22W30,13664.0,,2024-05-09T16:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30623/-1,,
2024-05-09T06:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T06:24Z,2024-05-09T06:27Z,2024-05-09T06:31Z,M2.4,S21W25,13664.0,,2024-05-09T16:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30625/-1,,
2024-05-09T07:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T07:54Z,2024-05-09T07:59Z,2024-05-09T08:06Z,M1.2,S21W28,13664.0,X-ray flux was previously elevated to M-class background levels following the M2.4 flare from Active Region 13664 peaking at 2024-05-09T06:27Z.,2024-05-09T17:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30627/-1,,
2024-05-09T08:30:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T08:30Z,2024-05-09T08:40Z,2024-05-09T08:45Z,M2.1,S21W25,13664.0,"Simultaneous, less intense flaring also occurs from Active Region 13663 at the time of this event. This M2.1 flare overlaps with following X2.2 flare peaking at 2024-05-09T09:13Z, also from Active Region 13664.",2024-05-09T17:04Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30629/-1,,
2024-05-09T08:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T08:45Z,2024-05-09T09:13Z,2024-05-09T09:36Z,X2.2,S20W25,13664.0,,2024-05-09T12:02Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30605/-1,"[{'activityID': '2024-05-09T09:24:00-CME-001'}, {'activityID': '2024-05-09T13:59:00-SEP-001'}, {'activityID': '2024-05-09T14:25:00-SEP-001'}, {'activityID': '2024-05-10T12:59:00-SEP-001'}, {'activityID': '2024-05-10T13:02:00-SEP-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]","[{'messageID': '20240509-AL-001', 'messageIssueTime': '2024-05-09T09:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30606/1'}, {'messageID': '20240509-AL-002', 'messageIssueTime': '2024-05-09T12:03Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30607/1'}]"
2024-05-09T11:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T11:52Z,2024-05-09T11:56Z,2024-05-09T12:02Z,M3.1,S16W40,13664.0,,2024-05-09T17:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30630/-1,,
2024-05-09T12:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T12:05Z,2024-05-09T12:12Z,2024-05-09T12:20Z,M2.9,S18W33,13664.0,,2024-05-09T17:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30631/-1,,
2024-05-09T13:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T13:16Z,2024-05-09T13:23Z,2024-05-09T13:29Z,M3.7,S18W32,13664.0,,2024-05-09T17:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30632/-1,,
2024-05-09T14:01:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T14:01Z,2024-05-09T14:05Z,2024-05-09T14:09Z,M1.0,S20W34,13664.0,X-ray flux was previously elevated following the M3.7 flare from Active Region 13664 peaking at 2024-05-09T13:23Z. Minor brightening from Active Region 13664 corresponds to this M1.0 flare. The end time was estimated based on visual inspection of GOES X-ray flux compared to imagery from SDO AIA 131 at the time of this event.,2024-05-09T18:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30637/-1,,
2024-05-09T17:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T17:23Z,2024-05-09T17:44Z,2024-05-09T18:00Z,X1.1,S18W29,13664.0,,2024-05-09T20:24Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30634/-1,"[{'activityID': '2024-05-09T18:23:00-CME-001'}, {'activityID': '2024-05-10T12:59:00-SEP-001'}, {'activityID': '2024-05-10T13:02:00-SEP-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]","[{'messageID': '20240509-AL-007', 'messageIssueTime': '2024-05-09T17:42Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30635/1'}, {'messageID': '20240509-AL-008', 'messageIssueTime': '2024-05-09T17:54Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30636/1'}]"
2024-05-09T21:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T21:15Z,2024-05-09T21:21Z,2024-05-09T21:25Z,M1.0,N26W82,13663.0,,2024-05-09T22:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30654/-1,,
2024-05-09T22:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T22:08Z,2024-05-09T22:15Z,2024-05-09T22:24Z,M1.0,S17W30,13664.0,,2024-05-09T22:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30658/-1,,
2024-05-09T22:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T22:24Z,2024-05-09T22:41Z,2024-05-09T22:47Z,M2.6,S16W46,13664.0,,2024-05-10T00:02Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30661/-1,,
2024-05-09T23:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T23:04Z,2024-05-09T23:08Z,2024-05-09T23:13Z,M1.2,S11E89,,,2024-05-10T00:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30663/-1,,
2024-05-09T23:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-09T23:44Z,2024-05-09T23:51Z,2024-05-09T23:55Z,M1.5,S24W37,13664.0,,2024-05-10T00:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30664/-1,,
2024-05-10T00:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T00:10Z,2024-05-10T00:13Z,2024-05-10T00:22Z,M1.3,S22W35,13664.0,,2024-05-10T01:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30665/-1,,
2024-05-10T03:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T03:15Z,2024-05-10T03:29Z,2024-05-10T03:40Z,M1.4,S14E90,,This flare occurred from an unnumbered region near/slightly beyond the eastern limb.,2024-05-12T16:51Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30735/-1,,
2024-05-10T06:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T06:14Z,2024-05-10T06:24Z,2024-05-10T06:27Z,M1.3,S19W35,13664.0,,2024-05-11T19:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30736/-1,,
2024-05-10T06:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T06:27Z,2024-05-10T06:54Z,2024-05-10T07:06Z,X3.9,S18W37,13664.0,,2024-05-10T11:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30666/-1,"[{'activityID': '2024-05-10T07:12:00-CME-001'}, {'activityID': '2024-05-10T12:59:00-SEP-001'}, {'activityID': '2024-05-10T13:02:00-SEP-001'}, {'activityID': '2024-05-10T13:35:00-SEP-001'}, {'activityID': '2024-05-10T14:50:00-SEP-001'}]","[{'messageID': '20240510-AL-001', 'messageIssueTime': '2024-05-10T06:51Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30667/1'}, {'messageID': '20240510-AL-002', 'messageIssueTime': '2024-05-10T11:37Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30668/1'}]"
2024-05-10T10:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T10:10Z,2024-05-10T10:14Z,2024-05-10T10:19Z,M2.2,S21W43,13664.0,,2024-05-11T19:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30737/-1,,
2024-05-10T13:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T13:58Z,2024-05-10T14:11Z,2024-05-10T14:23Z,M5.9,S16W40,13664.0,,2024-05-10T14:27Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30680/-1,[{'activityID': '2024-05-10T14:50:00-SEP-001'}],"[{'messageID': '20240510-AL-006', 'messageIssueTime': '2024-05-10T14:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30681/1'}, {'messageID': '20240510-AL-007', 'messageIssueTime': '2024-05-10T14:28Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30682/1'}]"
2024-05-10T17:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T17:14Z,2024-05-10T17:40Z,2024-05-10T17:54Z,M1.2,S17W42,13664.0,,2024-05-12T17:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30767/-1,,
2024-05-10T17:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T17:54Z,2024-05-10T17:56Z,2024-05-10T18:01Z,M1.2,S19W52,13664.0,,2024-05-12T17:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30768/-1,,
2024-05-10T18:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T18:26Z,2024-05-10T18:32Z,2024-05-10T18:38Z,M1.1,S20W48,13664.0,,2024-05-10T20:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30697/-1,,
2024-05-10T18:38:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T18:38Z,2024-05-10T18:48Z,2024-05-10T18:57Z,M1.7,S17W44,13664.0,,2024-05-10T20:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30699/-1,,
2024-05-10T18:57:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T18:57Z,2024-05-10T19:05Z,2024-05-10T19:10Z,M2.0,S17W43,13664.0,,2024-05-10T20:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30700/-1,,
2024-05-10T19:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T19:35Z,2024-05-10T19:53Z,2024-05-10T19:56Z,M1.1,S19W51,13664.0,,2024-05-10T20:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30701/-1,,
2024-05-10T19:56:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T19:56Z,2024-05-10T20:03Z,2024-05-10T20:18Z,M1.9,S19W47,13664.0,,2024-05-11T00:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30709/-1,,
2024-05-10T20:59:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T20:59Z,2024-05-10T21:08Z,2024-05-10T21:12Z,M3.8,S17W45,13664.0,,2024-05-11T01:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30710/-1,,
2024-05-10T21:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-10T21:15Z,2024-05-10T21:25Z,2024-05-10T22:07Z,M2.4,S20W52,13664.0,,2024-05-12T17:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30769/-1,,
2024-05-11T01:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T01:10Z,2024-05-11T01:23Z,2024-05-11T01:39Z,X5.8,S17W47,13664.0,,2024-05-11T02:34Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30711/-1,"[{'activityID': '2024-05-11T01:36:00-CME-001'}, {'activityID': '2024-05-11T02:10:00-SEP-001'}, {'activityID': '2024-05-11T04:07:00-SEP-001'}]","[{'messageID': '20240511-AL-004', 'messageIssueTime': '2024-05-11T01:27Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30712/1'}, {'messageID': '20240511-AL-005', 'messageIssueTime': '2024-05-11T01:49Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30713/1'}]"
2024-05-11T04:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T04:28Z,2024-05-11T04:40Z,2024-05-11T04:51Z,M1.3,S18W48,13664.0,,2024-05-12T17:20Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30741/-1,,
2024-05-11T07:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T07:26Z,2024-05-11T07:42Z,2024-05-11T08:14Z,M1.2,S20W60,13664.0,,2024-05-12T17:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30770/-1,,
2024-05-11T08:14:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T08:14Z,2024-05-11T08:18Z,2024-05-11T08:35Z,M1.3,S19W52,13664.0,,2024-05-12T17:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30771/-1,,
2024-05-11T08:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T08:45Z,2024-05-11T08:56Z,2024-05-11T09:04Z,M1.4,S19W52,13664.0,,2024-05-12T18:03Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30772/-1,,
2024-05-11T09:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T09:05Z,2024-05-11T09:14Z,2024-05-11T09:23Z,M1.7,S21W59,13664.0,,2024-05-12T18:04Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30773/-1,,
2024-05-11T10:03:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T10:03Z,2024-05-11T10:18Z,2024-05-11T10:34Z,M3.1,S20W58,13664.0,,2024-05-11T19:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30738/-1,,
2024-05-11T10:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T10:53Z,2024-05-11T10:56Z,2024-05-11T11:00Z,M1.6,S19W56,13664.0,,2024-05-11T19:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30739/-1,,
2024-05-11T11:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T11:15Z,2024-05-11T11:44Z,2024-05-11T12:05Z,X1.5,S19W60,13664.0,,2024-05-11T12:31Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30722/-1,,"[{'messageID': '20240511-AL-010', 'messageIssueTime': '2024-05-11T11:37Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30723/1'}, {'messageID': '20240511-AL-011', 'messageIssueTime': '2024-05-11T12:33Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30724/1'}]"
2024-05-11T13:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T13:45Z,2024-05-11T13:49Z,2024-05-11T14:08Z,M1.7,S19W59,13664.0,,2024-05-11T19:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30740/-1,,
2024-05-11T14:46:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T14:46Z,2024-05-11T15:25Z,2024-05-11T15:52Z,M8.8,S17W53,13664.0,,2024-05-11T15:56Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30729/-1,[{'activityID': '2024-05-11T16:24:00-CME-001'}],"[{'messageID': '20240511-AL-014', 'messageIssueTime': '2024-05-11T15:13Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30730/1'}, {'messageID': '20240511-AL-016', 'messageIssueTime': '2024-05-11T15:41Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/30732/1'}]"
2024-05-11T16:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T16:27Z,2024-05-11T16:43Z,2024-05-11T17:25Z,M2.9,S15W50,13664.0,,2024-05-12T18:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30774/-1,,
2024-05-11T20:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-11T20:32Z,2024-05-11T20:41Z,2024-05-11T20:47Z,M1.2,S20W63,13664.0,,2024-05-11T21:03Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30749/-1,,
2024-05-12T00:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-12T00:41Z,2024-05-12T00:45Z,2024-05-12T00:52Z,M3.2,S20W65,13664.0,,2024-05-12T01:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30750/-1,,
2024-05-12T05:37:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-12T05:37Z,2024-05-12T05:52Z,2024-05-12T06:06Z,M2.4,N22E90,,Flaring beyond NE limb.,2024-05-12T18:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30778/-1,,
2024-05-12T12:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-05-12T12:27Z,2024-05-12T12:41Z,2024-05-12T12:54Z,M1.6,S17W70,13664.0,,2024-05-12T18:43Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/30777/-1,,
