flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,submissionTime,versionId,link,linkedEvents,sentNotifications
2024-07-28T01:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T01:53Z,2024-07-28T01:57Z,2024-07-28T02:01Z,M9.9,S08E10,13766.0,This flare directly follows the M7.8 flare from the same region.,2024-07-28T02:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32263/-1,[{'activityID': '2024-07-28T02:24:00-CME-001'}],"[{'messageID': '20240728-AL-003', 'messageIssueTime': '2024-07-28T02:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32264/1'}]"
2024-07-28T03:37:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T03:37Z,2024-07-28T03:48Z,2024-07-28T04:03Z,M1.5,S11W36,13762.0,,2024-07-28T12:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32268/-1,,
2024-07-28T10:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T10:27Z,2024-07-28T10:42Z,2024-07-28T10:54Z,M7.7,S12W41,13762.0,,2024-07-28T12:03Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32265/-1,[{'activityID': '2024-07-28T12:12:00-CME-001'}],"[{'messageID': '20240728-AL-004', 'messageIssueTime': '2024-07-28T10:42Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32266/1'}, {'messageID': '20240728-AL-005', 'messageIssueTime': '2024-07-28T12:03Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32267/1'}]"
2024-07-28T12:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T12:43Z,2024-07-28T12:50Z,2024-07-28T12:55Z,M2.6,S09E23,13767.0,Sympathetic flare from AR 3762 (approx. S11W40) around the same time.,2024-07-28T14:52Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32272/-1,,
2024-07-28T13:46:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T13:46Z,2024-07-28T14:22Z,2024-07-28T14:35Z,M1.6,S15W25,13768.0,,2024-07-28T15:03Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32278/-1,[{'activityID': '2024-07-28T14:36:00-CME-001'}],
2024-07-28T18:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T18:08Z,2024-07-28T18:26Z,2024-07-28T18:40Z,M1.3,S13W30,13768.0,,2024-07-29T15:34Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32284/-1,,
2024-07-28T20:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-28T20:25Z,2024-07-28T20:36Z,2024-07-28T20:49Z,M1.9,S10W46,13762.0,,2024-07-28T20:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32288/-1,,
2024-07-29T01:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T01:07Z,2024-07-29T01:30Z,2024-07-29T01:36Z,C8.9,S12W45,13762.0,There may also be a sympathetic flare from AR 3768 peaking at 2024-07-29T01:36Z.,2024-07-29T16:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32311/-1,[{'activityID': '2024-07-29T02:12:00-CME-001'}],
2024-07-29T02:33:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T02:33Z,2024-07-29T02:37Z,2024-07-29T02:43Z,X1.5,S05W04,13764.0,,2024-08-02T16:40Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32296/-1,,"[{'messageID': '20240729-AL-001', 'messageIssueTime': '2024-07-29T02:38Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32297/1'}, {'messageID': '20240729-AL-002', 'messageIssueTime': '2024-07-29T11:05Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32298/1'}]"
2024-07-29T05:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T05:10Z,2024-07-29T05:20Z,2024-07-29T05:28Z,M1.0,S16W33,13768.0,,2024-07-29T11:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32299/-1,,
2024-07-29T12:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T12:16Z,2024-07-29T12:22Z,2024-07-29T12:29Z,M1.6,S11W60,13762.0,,2024-07-29T12:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32300/-1,,
2024-07-29T12:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T12:47Z,2024-07-29T12:55Z,2024-07-29T13:04Z,M8.7,S11W52,13762.0,,2024-07-29T17:00Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32301/-1,[{'activityID': '2024-07-29T13:25:00-CME-001'}],"[{'messageID': '20240729-AL-003', 'messageIssueTime': '2024-07-29T12:58Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32302/1'}, {'messageID': '20240729-AL-004', 'messageIssueTime': '2024-07-29T13:05Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32303/1'}]"
2024-07-29T14:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T14:04Z,2024-07-29T14:46Z,2024-07-29T15:09Z,M4.2,S10W02,13766.0,There is also a flare occurring from an unnumbered region on the SE limb at this time.,2024-07-29T17:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32304/-1,[{'activityID': '2024-07-29T14:36:00-CME-001'}],
2024-07-29T19:40:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T19:40Z,2024-07-29T19:57Z,2024-07-29T20:10Z,M6.4,S25E85,13772.0,"Active Region 13772, which is likely associated with this flare, was numbered after the flare was observed.",2024-07-30T13:56Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32323/-1,[{'activityID': '2024-07-29T20:00:00-CME-001'}],"[{'messageID': '20240729-AL-005', 'messageIssueTime': '2024-07-29T19:58Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32324/1'}, {'messageID': '20240729-AL-006', 'messageIssueTime': '2024-07-29T20:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32325/1'}]"
2024-07-29T20:55:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-29T20:55Z,2024-07-29T21:00Z,2024-07-29T21:06Z,M1.1,S04E90,13774.0,"Active Region 13774, which is likely associated with this flare, was numbered after the flare was observed.",2024-07-31T21:16Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32328/-1,,
2024-07-30T00:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T00:52Z,2024-07-30T01:03Z,2024-07-30T01:20Z,M1.7,S12W63,13762.0,,2024-07-30T01:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32336/-1,,
2024-07-30T01:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T01:20Z,2024-07-30T01:25Z,2024-07-30T01:30Z,M1.2,S12W63,13762.0,Simultaneous flaring from AR13765 (S12W03).,2024-07-30T01:42Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32337/-1,,
2024-07-30T01:30:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T01:30Z,2024-07-30T01:32Z,2024-07-30T01:36Z,M1.3,S12W03,13765.0,Simultaneous flaring from AR13762.,2024-07-30T02:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32339/-1,,
2024-07-30T01:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T01:35Z,2024-07-30T01:40Z,2024-07-30T01:44Z,M1.4,S05W20,13766.0,,2024-08-02T16:55Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32343/-1,,
2024-07-30T06:16:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T06:16Z,2024-07-30T06:29Z,2024-07-30T06:46Z,M1.5,S06W18,13766.0,Simultaneous flaring observed with AR 3762.,2024-07-30T11:47Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32342/-1,,
2024-07-30T16:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T16:12Z,2024-07-30T16:28Z,2024-07-30T16:42Z,M1.5,S06W21,13766.0,"Associated with simultaneous brightening at AR 3762, AR 3768, and an unnumbered region on the east limb around S05E90.",2024-07-30T18:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32349/-1,,
2024-07-30T19:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T19:10Z,2024-07-30T19:20Z,2024-07-30T19:25Z,M1.9,S12W75,13762.0,,2024-07-30T19:41Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32353/-1,,
2024-07-30T19:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-30T19:25Z,2024-07-30T19:38Z,2024-07-30T20:04Z,M9.4,S25E65,13772.0,,2024-07-30T20:55Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32351/-1,[{'activityID': '2024-07-30T19:48:00-CME-001'}],"[{'messageID': '20240730-AL-002', 'messageIssueTime': '2024-07-30T19:37Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32352/1'}, {'messageID': '20240730-AL-003', 'messageIssueTime': '2024-07-30T19:53Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32354/1'}]"
2024-07-31T01:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T01:43Z,2024-07-31T01:50Z,2024-07-31T01:54Z,M1.9,S07W44,13773.0,,2024-07-31T02:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32363/-1,,
2024-07-31T05:07:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T05:07Z,2024-07-31T05:23Z,2024-07-31T05:38Z,M4.7,S07E90,13774.0,,2024-07-31T11:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32367/-1,,
2024-07-31T06:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T06:28Z,2024-07-31T06:46Z,2024-07-31T06:58Z,M7.7,S15W60,13768.0,,2024-07-31T11:10Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32364/-1,[{'activityID': '2024-07-31T07:12:00-CME-001'}],"[{'messageID': '20240731-AL-001', 'messageIssueTime': '2024-07-31T06:45Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32365/1'}, {'messageID': '20240731-AL-002', 'messageIssueTime': '2024-07-31T11:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32366/1'}]"
2024-07-31T12:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T12:45Z,2024-07-31T13:05Z,2024-07-31T13:26Z,M6.0,S25E55,13772.0,,2024-07-31T13:41Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32374/-1,[{'activityID': '2024-07-31T13:25:00-CME-001'}],"[{'messageID': '20240731-AL-004', 'messageIssueTime': '2024-07-31T13:03Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32375/1'}, {'messageID': '20240731-AL-005', 'messageIssueTime': '2024-07-31T13:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32376/1'}]"
2024-07-31T13:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T13:26Z,2024-07-31T13:32Z,2024-07-31T13:37Z,M4.4,S25E55,13772.0,Flare occurring at the same time from AR 3762.,2024-07-31T13:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32379/-1,,
2024-07-31T16:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T16:10Z,2024-07-31T16:31Z,2024-07-31T16:41Z,M1.4,S07E75,13774.0,,2024-07-31T18:57Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32385/-1,,
2024-07-31T18:05:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T18:05Z,2024-07-31T18:37Z,2024-07-31T18:58Z,M5.3,S15W73,13768.0,,2024-08-02T17:02Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32392/-1,"[{'activityID': '2024-07-31T18:36:00-CME-001'}, {'activityID': '2024-07-31T20:10:00-SEP-001'}, {'activityID': '2024-07-31T20:10:00-SEP-002'}]","[{'messageID': '20240731-AL-008', 'messageIssueTime': '2024-07-31T18:35Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32393/1'}, {'messageID': '20240731-AL-009', 'messageIssueTime': '2024-07-31T18:51Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32395/1'}]"
2024-07-31T19:57:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T19:57Z,2024-07-31T20:07Z,2024-07-31T20:11Z,M1.0,S07E76,13774.0,Some simultaneous brightening at S10W26 between AR 3767/3765.,2024-08-01T02:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32406/-1,,
2024-07-31T21:36:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T21:36Z,2024-07-31T21:55Z,2024-07-31T22:10Z,M1.2,S07W22,13767.0,,2024-08-01T02:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32403/-1,,
2024-07-31T22:42:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-07-31T22:42Z,2024-07-31T22:50Z,2024-07-31T22:59Z,M1.0,S06E75,13774.0,,2024-08-01T02:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32404/-1,,
2024-08-01T00:50:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T00:50Z,2024-08-01T00:58Z,2024-08-01T01:03Z,M1.2,N09W28,13770.0,"Brief initial peak of M1.1 at 2024-07-31T00:54Z, appears to be from this same region in SDO AIA 131 imagery.",2024-08-01T02:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32405/-1,,
2024-08-01T00:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T00:52Z,2024-08-01T00:54Z,2024-08-01T00:56Z,M1.1,N09W28,13770.0,,2024-08-01T13:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32418/-1,,
2024-08-01T01:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T01:47Z,2024-08-01T01:50Z,2024-08-01T01:54Z,M6.3,S07W60,13773.0,,2024-08-01T02:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32400/-1,[{'activityID': '2024-08-01T02:48:00-CME-001'}],"[{'messageID': '20240801-AL-001', 'messageIssueTime': '2024-08-01T01:53Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32401/1'}, {'messageID': '20240801-AL-002', 'messageIssueTime': '2024-08-01T02:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32402/1'}]"
2024-08-01T02:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T02:58Z,2024-08-01T03:06Z,2024-08-01T03:14Z,M1.2,S06E68,13774.0,Simultaneous flaring observed from Active Region 13765 (S11W34).,2024-08-02T17:12Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32419/-1,,
2024-08-01T03:59:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T03:59Z,2024-08-01T04:09Z,2024-08-01T04:23Z,M1.9,S06E67,13774.0,With a potential contribution from AR3772 (S25E45).,2024-08-01T12:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32410/-1,,
2024-08-01T04:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T04:35Z,2024-08-01T04:41Z,2024-08-01T04:45Z,M4.0,S11W36,13765.0,,2024-08-01T12:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32411/-1,,
2024-08-01T05:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T05:52Z,2024-08-01T05:56Z,2024-08-01T06:00Z,M1.5,S15W60,13768.0,,2024-08-02T17:15Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32412/-1,,
2024-08-01T06:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T06:23Z,2024-08-01T07:09Z,2024-08-01T07:39Z,M8.2,S15W80,13768.0,,2024-08-01T11:16Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32407/-1,[{'activityID': '2024-08-01T07:24:00-CME-001'}],"[{'messageID': '20240801-AL-003', 'messageIssueTime': '2024-08-01T07:05Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32408/1'}, {'messageID': '20240801-AL-004', 'messageIssueTime': '2024-08-01T11:17Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32409/1'}]"
2024-08-01T06:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T06:27Z,2024-08-01T06:36Z,2024-08-01T06:51Z,M1.6,N07W33,13770.0,,2024-08-01T13:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32422/-1,,
2024-08-01T08:06:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T08:06Z,2024-08-01T08:08Z,2024-08-01T08:10Z,M2.2,S11W38,13765.0,,2024-08-02T18:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32425/-1,,
2024-08-01T08:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T08:24Z,2024-08-01T08:30Z,2024-08-01T08:33Z,M1.7,S25E43,13772.0,,2024-08-02T19:01Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32424/-1,,
2024-08-01T11:09:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T11:09Z,2024-08-01T11:37Z,2024-08-01T11:41Z,M4.1,S25E41,13772.0,With a potential contribution from AR3768 (S16W77).,2024-08-01T12:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32414/-1,[{'activityID': '2024-08-01T11:48:00-CME-001'}],
2024-08-01T12:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T12:12Z,2024-08-01T12:16Z,2024-08-01T12:19Z,M3.3,S16W78,13768.0,Simultaneous flaring from Active Region 13772 (S25E41).,2024-08-02T18:41Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32416/-1,,
2024-08-01T12:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T12:35Z,2024-08-01T12:37Z,2024-08-01T12:41Z,M2.1,S25E41,13772.0,Simultenous contributions from AR3772 and AR3768 (S16W78).,2024-08-01T13:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32426/-1,,
2024-08-01T16:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T16:04Z,2024-08-01T16:15Z,2024-08-01T16:19Z,M1.0,S03W56,13764.0,,2024-08-01T16:33Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32432/-1,,
2024-08-01T16:33:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T16:33Z,2024-08-01T16:37Z,2024-08-01T16:44Z,M1.3,S16W80,13768.0,,2024-08-01T20:07Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32433/-1,,
2024-08-01T16:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T16:44Z,2024-08-01T16:47Z,2024-08-01T16:51Z,M1.6,S16W80,13768.0,,2024-08-01T16:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32434/-1,,
2024-08-01T17:01:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T17:01Z,2024-08-01T17:04Z,2024-08-01T17:08Z,M1.0,S06E61,13774.0,,2024-08-02T18:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32436/-1,,
2024-08-01T17:22:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T17:22Z,2024-08-01T17:29Z,2024-08-01T17:34Z,M1.3,S06E60,13774.0,,2024-08-02T17:40Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32445/-1,,
2024-08-01T20:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T20:12Z,2024-08-01T20:22Z,2024-08-01T20:32Z,M1.2,S12E59,13774.0,,2024-08-01T20:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32453/-1,,
2024-08-01T23:00:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-01T23:00Z,2024-08-01T23:08Z,2024-08-01T23:17Z,M1.4,S14W85,13768.0,,2024-08-01T23:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32454/-1,,
2024-08-02T01:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T01:54Z,2024-08-02T02:01Z,2024-08-02T02:08Z,M1.0,S08W45,13765.0,,2024-08-02T12:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32460/-1,,
2024-08-02T03:17:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T03:17Z,2024-08-02T03:25Z,2024-08-02T03:31Z,M1.1,S24E31,13772.0,,2024-08-02T12:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32461/-1,,
2024-08-02T03:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T03:53Z,2024-08-02T03:58Z,2024-08-02T04:03Z,M1.1,S16W86,13768.0,,2024-08-02T12:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32462/-1,,
2024-08-02T04:23:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T04:23Z,2024-08-02T04:55Z,2024-08-02T05:35Z,M7.4,S14W88,13768.0,Flare occurs just on/inside the west limb.,2024-08-02T11:35Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32457/-1,[{'activityID': '2024-08-02T05:12:00-CME-001'}],"[{'messageID': '20240802-AL-001', 'messageIssueTime': '2024-08-02T04:48Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32458/1'}, {'messageID': '20240802-AL-002', 'messageIssueTime': '2024-08-02T11:36Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/32459/1'}]"
2024-08-02T07:51:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T07:51Z,2024-08-02T07:59Z,2024-08-02T08:03Z,M2.1,S12W51,13765.0,,2024-08-02T12:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32463/-1,,
2024-08-02T08:19:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T08:19Z,2024-08-02T08:21Z,2024-08-02T08:23Z,M1.3,S08W80,13773.0,,2024-08-02T19:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32480/-1,,
2024-08-02T09:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T09:08Z,2024-08-02T09:16Z,2024-08-02T09:28Z,M1.2,S26E30,13772.0,,2024-08-02T12:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32464/-1,,
2024-08-02T09:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T09:45Z,2024-08-02T09:51Z,2024-08-02T09:55Z,M1.6,S05W59,13766.0,,2024-08-02T12:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32465/-1,,
2024-08-02T12:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-08-02T12:28Z,2024-08-02T12:33Z,2024-08-02T12:38Z,M1.2,S07W80,13773.0,,2024-08-02T12:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/32466/-1,,
